	CL2001032010AA.CEL	CL2001032041AA.CEL
32463_at	7.11766230212136	6.77666978492618
32464_at	5.74403427340901	5.78910816335747
32465_at	4.78568771238819	5.09379794935091
32466_at	11.9552639633908	11.9859339873661
32467_at	5.8028368407158	5.85047660537589
32468_f_at	8.09842809058413	7.9113558833199
32469_at	3.89265162229782	4.0629648221784
32470_at	3.35570098828923	3.26199362483166
32471_at	3.00105359787582	3.06106961008743
32472_at	5.54230890435096	6.05996117809266
32473_at	4.02792070717622	3.99799361193384
32474_at	7.64464658041661	7.3342476102092
32475_at	4.57856862082344	4.13050359086433
32476_at	3.48995848720705	3.7579259807431
32477_at	4.9843185299904	5.18864908412212
32478_f_at	5.61683598129175	5.64274789996682
32479_at	4.89285536563785	4.72029808786956
32480_at	7.15077717742601	6.92857640710284
32481_at	5.21874788461383	5.36590210200359
32482_at	6.79745933734339	6.64875032007285
32483_at	6.03117936339406	6.12130053160076
32484_at	6.14914732372416	6.44249561557246
32485_at	6.31662500910795	5.91933231818829
32486_at	4.25864272348641	4.37110405566902
32487_s_at	10.0879123784308	10.1563712719106
32488_at	8.64229853703007	8.09055053283924
32489_at	3.75451572389113	3.52448030013423
32490_at	6.48878097557685	6.29140385972995
32491_at	5.60138993931738	5.40123627223224
32492_g_at	6.40012331165248	6.22023659612659
32493_at	5.04924253337561	4.848818977273
32494_at	5.82064771255814	6.01882722907882
32495_at	6.82702452004571	6.78316092605876
32496_at	5.81363491137999	5.95082285837103
32497_s_at	6.79925380732564	6.84758984811718
32498_at	8.3178784547564	8.26309900487572
32499_at	8.00315963618408	7.39855207545819
325_s_at	4.44820314171656	4.7774021201921
32500_at	3.18861697173505	3.19836501060427
32501_at	3.79138015592918	3.79958728729957
32502_at	7.561541461091	7.47731836684934
32503_at	4.59294439969649	4.69359215473561
32504_at	5.49177500756992	5.57165441541205
32505_at	6.61596117488616	6.61063114047001
32506_at	6.3675617032664	6.07447579086531
32507_at	6.11182518846854	6.31287259824849
32508_at	7.2134605382951	7.27853442817294
32509_at	7.28652762143464	8.06435440072003
32510_at	6.36412403305064	6.60331109469091
32511_at	6.16420759852523	6.5243361583432
32512_at	4.23542221017304	3.78025527943104
32513_at	6.5100157572052	6.47290827813977
32514_s_at	6.76898943115375	6.28481451853406
32515_s_at	6.28820622631891	6.17862671573149
32516_at	4.20907948838515	4.43148897320202
32517_at	4.27297124382931	4.23019649304122
32518_at	6.92951128658781	7.01078189421387
32519_at	6.93507289895729	6.75855985094087
32520_at	6.90575777200658	6.47596827106667
32521_at	4.30837642350848	4.35735778626385
32522_f_at	6.99501583192336	6.62113690209215
32523_at	7.48725389799252	6.41183342136187
32524_s_at	5.41233845474634	5.18406036362588
32525_r_at	9.86592056205582	9.91427913828158
32526_at	6.99855725565012	7.36933343621129
32527_at	7.92167545898245	8.06970988384351
32528_at	7.92395475696419	7.34982344669473
32529_at	8.12402485840567	8.03053848390322
32530_at	7.81464849727344	8.02588404630121
32531_at	7.05828200668632	7.50011824395764
32532_at	5.61291083952519	5.60103197527576
32533_s_at	8.31841607236904	7.67984070303607
32534_f_at	5.92177199686879	6.04857904739808
32535_at	6.79401394811243	6.40758508397108
32536_at	6.9687369280433	6.61635774577698
32537_at	4.1496554643948	4.59503603485965
32538_at	3.80828542901749	3.86198351588935
32539_at	6.67277287261189	6.5392973229159
32540_at	6.29578876555372	6.58829948442022
32541_at	4.73515802549878	4.74877841401702
32542_at	8.58180145241432	8.63297252122845
32543_at	9.49864386285445	8.96347850345896
32544_s_at	6.19882384320013	6.33366852203056
32545_r_at	5.57468258876851	6.71854696757321
32546_at	6.26521693428509	6.05519566776723
32547_at	7.8193818125688	7.95772509783155
32548_at	5.49252537911873	5.37656694277633
32549_at	4.20899441402445	4.45082793482292
32550_r_at	8.77324947592484	8.77877498644269
32551_at	6.45514997322268	6.31843482837954
32552_at	6.04329591844329	5.75405193108254
32553_at	9.75160156372114	9.78234646734796
32554_s_at	6.15499270179095	6.81322277633648
32555_at	5.517472145942	5.31957803529034
32556_at	6.94543897457606	6.3613600382373
32557_at	7.66919343358553	7.54752886494679
32558_at	6.33796165988926	6.56441016282132
32559_s_at	6.24786842550259	6.10781263136593
32560_s_at	7.44462505870286	7.70254763348879
32561_at	4.36443156489675	4.57995253844049
32562_at	9.52481707891575	9.1863987375843
32563_at	8.09133728714583	8.96097431445915
32564_at	7.71794935048769	7.52757284952629
32565_at	6.61812416800125	6.72316780528682
32566_at	7.60299035772324	7.7393245510412
32567_at	7.47689971483886	7.86653886362784
32568_at	3.29398439002991	3.59255098629404
32569_at	6.61028587874048	6.66692949018599
32570_at	6.81013367967695	6.05032981147699
32571_at	5.60582511169288	5.16424339928574
32572_at	7.42776745027082	7.13012567278721
32573_at	7.25545643631432	7.16525989021022
32574_at	7.5143161869494	7.52205987128519
32575_at	8.30895308811747	8.43399576040315
32576_at	7.89570734556338	7.83942573990989
32577_s_at	4.2421614431538	3.98209262947738
32578_at	6.46582318259691	6.32054205338145
32579_at	6.28077972820368	5.91746380775413
32580_at	7.73328236276766	7.33290611451791
32581_at	3.22226879330981	3.36152973733361
32582_at	6.32761577535188	7.67273486508088
32583_at	5.90817904929564	6.43600293580396
32584_at	6.19022404954643	5.6981773377142
32585_at	5.67462732011857	5.7870613918861
32586_at	7.80181522226875	7.37142408936633
32587_at	7.47333837819212	7.37047333148355
32588_s_at	9.68793481425095	9.97111900596073
32589_at	5.9747360110919	5.51085502934724
32590_at	8.54582913594936	8.81922189586687
32591_at	8.01347558398485	7.96187686625962
32592_at	7.35916778055494	7.42513437743708
32593_at	7.24521263150752	7.71914152837901
32594_at	6.98054355959059	7.24555686688002
32595_at	5.47162875303726	5.43371359329366
32596_at	3.78042107185367	3.64647139745235
32597_at	6.89114750049634	7.56340362478127
32598_at	5.75207390927971	5.91426582707787
32599_at	3.66064389123024	3.7781254796472
326_i_at	9.43453976119903	9.12236053184681
32600_at	6.58266415616114	5.88045897344245
32601_s_at	6.87694235506263	6.69462926302052
32602_at	5.09376462699286	5.4022191052254
32603_at	4.53222269784839	4.37549814566671
32604_s_at	5.460723952078	5.3521557566226
32605_r_at	2.87288031579105	2.98003563868244
32606_at	4.18373722064676	3.75847304000429
32607_at	8.20974748845946	8.46767040656348
32608_at	7.61625384670286	7.33433040807906
32609_at	8.13921734959305	7.38554577223298
32610_at	7.06534469979694	6.6013395144744
32611_at	6.90712189510366	7.14659046307814
32612_at	7.63304882523348	7.28093139318701
32613_at	4.14056853180608	3.92177114268527
32614_at	5.31643452894816	5.92070390933842
32615_at	5.21665974758394	4.55096853282876
32616_at	7.5511446520849	7.18968449392234
32617_at	4.59578499171718	4.49432509211699
32618_at	5.21827254924588	5.09901087369022
32619_at	4.12326123887245	4.16307446194071
32620_at	6.82288502565824	6.96226869076966
32621_at	5.86934961528611	5.65597816208262
32622_at	8.40696628664599	8.60683770536387
32623_at	6.80584012300409	7.25209758893301
32624_at	4.58088839807094	4.4618139926962
32625_at	7.0562146401411	6.82331401951015
32626_at	5.06265549246307	4.89760563077986
32627_at	5.61395838664597	5.53955342825902
32628_at	5.35247645892223	5.40918157684381
32629_f_at	9.16109875512006	9.51507154109062
32630_f_at	4.84281251691838	4.54384137793951
32631_at	5.86297488366302	5.30318027803275
32632_g_at	6.53222497855953	6.47325907849989
32633_at	5.76730568156974	5.48335225348342
32634_s_at	6.92866157780933	6.63978982256288
32635_at	5.83237555382585	6.08220295333588
32636_f_at	3.24829050304406	3.68319601945064
32637_r_at	2.74691290264134	2.83383388442013
32638_s_at	3.78439520176383	3.82066491790404
32639_at	3.97203393329304	3.80507840223032
32640_at	8.41197479662135	7.70717833499462
32641_at	3.71456350807392	3.7314574550743
32642_at	6.00076015287898	5.76497438203208
32643_at	6.96415307944994	7.02644364308458
32644_at	7.82263490458098	7.55632294858974
32645_at	4.30468373890199	4.13478746553378
32646_at	8.29169762114584	8.58210819955842
32647_at	5.51561902218465	5.47852587835532
32648_at	4.86117242250783	5.36361339276258
32649_at	3.85740709617752	4.0114723579913
32650_at	6.21917815363962	6.17355873915219
32651_at	6.05279833909444	5.72095019481739
32652_g_at	5.39699698216293	5.22388962864668
32653_at	6.63071072104823	7.01040565614759
32654_g_at	4.91575986239126	5.52797259334004
32655_s_at	5.25843862496221	5.28696958483297
32656_at	3.26918981402888	3.50221579408943
32657_at	4.13405233805517	4.23641018855089
32658_at	7.86978413254573	8.20227772868055
32659_at	5.96054419175603	5.85210662741903
32660_at	7.7458265710754	7.87934597284932
32661_s_at	5.33454737395998	5.59226210058679
32662_at	6.12408168942939	6.66990028993922
32663_at	3.0256781765304	3.03263815554931
32664_at	5.8064527780444	6.29541177757036
32665_at	3.85849445459154	3.79711799183013
32666_at	5.49961544352953	5.50005535936917
32667_at	3.90858297672955	4.03572467554117
32668_at	4.22460152828144	4.37883228843364
32669_at	3.139372045601	3.14313186823289
32670_at	7.09680454017804	6.89089851498754
32671_at	5.34799873297862	5.42765202816044
32672_at	4.10108053951157	4.30217837807555
32673_at	8.20660715598001	7.6408201805066
32674_at	6.31843760072231	6.44292811594993
32675_at	4.75150707910071	4.6164412176573
32676_at	5.88766110898244	6.30070618528525
32677_at	6.88289675418722	6.46137177132875
32678_at	4.49213314617889	4.63945269878355
32679_at	7.21450930005403	7.03993850306441
32680_at	5.38794554537627	5.64797501441598
32681_at	8.32757156046005	8.17006383628505
32682_at	2.90816260545504	3.17916112685754
32683_at	2.996097030747	3.00012977267745
32684_at	3.66683242048683	3.70378457869298
32685_at	4.81638408719198	4.8964845812398
32686_at	4.02335425130102	3.80564116733423
32687_s_at	5.12030193819453	5.19507290365247
32688_at	2.73557737925948	2.90586690630175
32689_s_at	6.56364375487206	6.64415218189703
32690_s_at	4.76135754794745	4.83895659116384
32691_s_at	6.54196221390484	6.93122709059183
32692_at	3.87036613826148	3.52817937826875
32693_at	4.09689306722385	4.16042385061412
32694_at	5.74889267305516	6.326075573277
32695_at	6.42137121538208	6.76586226025455
32696_at	4.84004676136658	5.04572352845586
32697_at	4.20222929822754	4.28710296389258
32698_at	6.20169520916113	5.69692042402028
32699_s_at	7.03987715200868	6.95286041786064
327_f_at	11.4455429453526	11.2224788757141
32700_at	6.33698002244103	6.23722686082985
32701_at	9.56375741279476	9.41225327098377
32702_at	7.64082787676542	7.60721749961917
32703_at	4.37782836080887	4.6410898982012
32704_at	7.47527352579277	7.14449955411288
32705_at	6.67791657871972	7.22559173699141
32706_at	4.26145404064993	4.78502835609033
32707_at	3.29345169136802	3.17173617768687
32708_g_at	3.82314961992285	3.70055230980572
32709_at	3.09192341603675	3.42696051214741
32710_at	7.7354114504619	7.99746281068106
32711_g_at	3.93059854545187	3.65471949292203
32712_at	3.02041917462838	3.10249350254344
32713_at	5.11213358070636	5.57431778167725
32714_s_at	6.11387737335498	5.55882717403313
32715_at	9.91322039082458	9.85473402158344
32716_at	7.92267535551041	8.13114132005254
32717_at	7.13270017994515	6.98489318405213
32718_at	4.69370022119238	4.69368536776318
32719_at	4.74976764435718	4.64543391198772
32720_at	4.73298993450549	4.60142814893014
32721_at	4.23925033157795	4.38081666600743
32722_at	3.91701886495304	3.96961477743746
32723_at	4.4621922327701	4.41726067509375
32724_at	5.62762813565963	5.74439629241432
32725_at	7.22622942302337	6.99672661081586
32726_g_at	3.46208996548641	3.05106603953225
32727_at	7.14728008207078	6.93728037452469
32728_at	5.33291761010414	5.44742925380462
32729_at	3.5243625194248	3.57588370090545
32730_at	5.02714544514109	5.34132389101638
32731_at	6.94929032994204	7.30492548940381
32732_at	4.01763878084196	3.79007827703214
32733_at	4.02417367596514	3.82910769338118
32734_at	5.09003110843867	5.50896740886597
32735_at	3.86696442303281	3.90220368912016
32736_at	8.21672858076474	8.47861540514216
32737_at	6.48381883240869	6.25587398949957
32738_at	6.69113808322863	6.6358507195333
32739_at	5.91328523299007	5.98196476286028
32740_at	4.13114060238292	3.82013230365509
32741_at	4.96131658847334	4.67675450085047
32742_s_at	4.39057038687459	4.11741050987533
32743_at	5.66842869536951	5.92582994398109
32744_at	10.8389027359711	10.6724721279222
32745_at	5.27169935041163	5.0612872751105
32746_at	6.50622587214092	6.08056594997468
32747_at	9.90984249777886	9.63346227251254
32748_at	11.5174320885144	11.3438004878072
32749_s_at	10.638559377402	10.7052839375523
32750_r_at	8.5253263129025	7.7227391334588
32751_at	6.29124948316627	6.72063226084054
32752_at	8.60989360097711	8.51965731951122
32753_at	4.64464057478377	4.59196728716593
32754_at	6.54959037833838	6.8031071802682
32755_at	10.3336855732674	10.868899619575
32756_at	8.57602753113371	8.44448885638512
32757_at	7.11638073847699	7.17677267186863
32758_g_at	6.17302264502744	6.03963557801458
32759_at	4.76163237574731	4.24379550828436
32760_at	4.25114503974359	4.00517613822131
32761_at	8.13860385822001	8.59761301936146
32762_i_at	4.52620560059975	4.11810479663441
32763_r_at	3.31583005111532	3.11514533399433
32764_at	6.2309886651251	5.9393289046051
32765_f_at	6.69605909423758	6.20583451379366
32766_at	9.23100569511507	9.00920266326661
32767_at	2.98830300591395	3.26307583360391
32768_at	5.71576019865101	5.98822530431304
32769_at	4.64009494906718	5.07875418087322
32770_at	3.62468024733869	3.59940689172702
32771_at	3.02265486561952	3.30513637699334
32772_s_at	4.42717721233754	4.48800368065934
32773_at	9.04999318404777	8.7495651230699
32774_at	8.36316264630843	8.16454590834567
32775_r_at	7.77233568781976	7.87304550389246
32776_at	6.79800657739435	6.78155858445356
32777_at	4.93531328131275	4.91242944321813
32778_at	4.1328197776987	4.49009651859625
32779_s_at	6.02626780264336	6.22068986845026
32780_at	7.62228871361709	7.92180157156997
32781_f_at	3.12609260102267	3.96813909787726
32782_r_at	2.73658922405476	2.75642516778129
32783_at	7.73996180992633	7.94439674295114
32784_at	3.81895374641537	3.94069652035405
32785_at	3.92826032743029	3.74691155894569
32786_at	8.85412029426839	9.58497652687997
32787_at	6.12530598936555	6.23428791553633
32788_at	6.59089827998071	7.04792246854596
32789_at	4.50019226228259	4.52204835029558
32790_at	4.93556040572022	4.73489841998535
32791_at	4.9183766727012	5.22998145896807
32792_at	5.57371211327287	5.73003253459391
32793_at	8.42287964346124	8.09129160460645
32794_g_at	8.70354785395421	8.580047514981
32795_at	6.58044466566366	6.62236222096023
32796_f_at	5.14366041407522	4.60566797105509
32797_at	3.6859749822298	3.62260216356793
32798_at	4.83054896741128	4.61011688404886
32799_at	8.22365159087998	8.07502692993673
328_at	3.8177527732849	3.60307380824349
32800_at	7.44005012959458	7.66348606079246
32801_at	6.70300219530791	6.91206562495739
32802_at	3.80823376202098	4.05314519449866
32803_at	7.43714420384085	7.35852609371154
32804_at	7.34904356292869	7.73131270465232
32805_at	6.50399494075362	7.02902766866325
32806_at	10.277992668728	10.7206359868142
32807_at	6.25429289292424	6.22861389797774
32808_at	9.30764756774226	9.3173664880664
32809_at	6.42696894340355	6.24197618347729
32810_at	7.16662879070444	7.66891803917625
32811_at	9.19674124003867	9.76951632225917
32812_at	4.28185818696648	4.57289075176284
32813_s_at	6.88850702142508	6.55125922116042
32814_at	7.23801530925166	6.39783437233491
32815_at	6.49863161872342	6.16871032818395
32816_at	6.69855776298286	6.54269212762133
32817_at	5.94481437794015	5.5549994828956
32818_at	7.22115091536545	6.25245750143193
32819_at	6.87118442020889	7.03494028747694
32820_at	6.28831073128371	6.80011382105785
32821_at	6.21321749852296	5.49153270974793
32822_at	6.59589270720282	6.45119417855723
32823_at	7.15694193096917	6.82678205447336
32824_at	7.51141706392471	7.47771200985944
32825_at	8.14631913791535	8.28994348933472
32826_at	6.48923563976439	6.44983091159037
32827_at	6.17484269653927	6.03430253068747
32828_at	6.20736906441785	5.91582848444641
32829_at	6.24367122242044	6.06719482584911
32830_g_at	5.62885569474302	4.96827927358605
32831_at	5.63116991902488	5.65660520467041
32832_at	7.55478341642792	7.44286095782467
32833_at	6.68653511831662	6.51039803693418
32834_r_at	3.04625106203255	3.01195464631654
32835_at	4.27514524114113	4.38494023229875
32836_at	8.72736318134267	8.60546528566849
32837_at	8.53008004234593	8.050388580238
32838_at	6.72798097702172	7.05418724863434
32839_at	5.93602460701933	5.9421422120356
32840_at	5.07195908898484	4.99591663164417
32841_at	5.80217142098729	5.79007614098076
32842_at	4.61036181121624	4.59859375463554
32843_s_at	8.20373629522451	8.23002148232582
32844_at	8.69777523313289	7.92878275516138
32845_at	8.59132976414977	8.8669476986139
32846_s_at	7.11374260227698	6.94447536863259
32847_at	7.82659677616462	7.9447238839453
32848_at	6.18185988132754	5.90918540482486
32849_at	5.29846791577362	5.3302981258262
32850_at	3.62678978791235	4.05601813145023
32851_at	5.31972621864639	5.59277018222889
32852_at	8.71577078967622	9.05023886618074
32853_at	5.39426337048249	5.93016551130846
32854_at	5.03125277918601	5.03953275725853
32855_at	7.90632332857912	7.69105742527559
32856_at	6.3224790081075	6.20512453547375
32857_at	4.73264361926264	5.27268410696095
32858_at	6.70204289778003	6.61612632152372
32859_at	4.47927006886671	4.4093684206983
32860_g_at	8.55136039670129	8.46252392454785
32861_s_at	3.43238123026141	3.40731308311929
32862_at	4.34090728343966	4.06275794932036
32863_at	6.9029851255535	7.26697497367628
32864_at	4.19964766502878	3.88248136135938
32865_at	3.31037799991711	3.4846508110494
32866_at	9.24069246558419	8.95593324094072
32867_at	4.39147506281005	4.07906951698169
32868_at	6.30650071116053	6.25257167693654
32869_at	4.24347701518927	4.08072118729286
32870_g_at	5.40587223473405	5.27963102888107
32871_at	4.46440398305724	4.59446637354853
32872_at	5.13544582039186	6.19227375996879
32873_at	2.79771297741103	3.14743236367744
32874_at	6.20823615042129	6.3038817534761
32875_at	5.76975427096724	6.10756251522904
32876_s_at	5.91910057215564	5.50906727079674
32877_i_at	8.97771061305564	8.65880207722374
32878_f_at	7.70959142560422	7.4149677853454
32879_at	7.63310158317627	7.59234513077622
32880_at	4.91430247860312	5.28382391368659
32881_at	7.38836512253339	7.00126106223017
32882_at	6.32141897572221	5.88987159459403
32883_at	4.24302604648984	4.38254553784985
32884_at	5.13874850074147	5.12589401851133
32885_f_at	4.5804226873971	4.98342407126313
32886_at	6.89546857514666	6.4653991726359
32887_at	6.05400287093747	5.76654917164762
32888_at	7.75256476617657	7.47100319110532
32889_at	4.36030914422012	4.56959712059707
32890_at	3.26120021705423	3.20195651192195
32891_at	5.28597064921006	4.61626701788913
32892_at	7.42885856230406	6.90060150952401
32893_s_at	8.75667289943658	7.83468114201257
32894_at	7.63178123880237	7.37468298057593
32895_f_at	7.5611130430817	7.21557934635386
32896_at	2.88640922355958	2.85307087784241
32897_at	8.67486226954365	8.85815835552066
32898_at	6.77208513713445	6.72966747820215
32899_s_at	4.77653200697426	4.5935042446685
329_s_at	8.59212898230894	8.66852630874432
32900_at	8.41150009198917	8.03330616849683
32901_s_at	5.47502205356552	5.61343132137861
32902_at	6.86247378900123	6.90033596312372
32903_at	3.43448984069102	3.54606346518727
32904_at	8.640801008059	8.51352156711008
32905_s_at	9.05141474454036	11.0293876255365
32906_at	3.62331830991791	3.53205841264375
32907_at	8.02563028473775	7.86897200398983
32908_at	6.16299403942879	6.1356382081562
32909_at	6.9069000247926	7.0798724422925
32910_at	3.57094992617582	3.5871486561186
32911_s_at	3.43665289550926	3.57765121515045
32912_at	4.6680178979179	4.53107754224727
32913_i_at	7.01488052119026	6.82825881649251
32914_f_at	4.71004219910961	5.50862064870977
32915_at	7.7772599698477	7.83557306049152
32916_at	5.13353435601758	4.83996917429297
32917_at	4.28091711014332	4.28944713977835
32918_at	7.07179465831409	6.97639018537828
32919_at	5.79613055618666	5.76133464939942
32920_at	6.16087917706888	6.33828132627758
32921_at	3.81682246974763	3.94476520429702
32922_at	3.75147880504036	3.72793488327033
32923_r_at	10.8105036747569	10.5335062872738
32924_at	7.42373654521101	7.24315299882837
32925_at	5.41160635474741	4.42182682792073
32926_at	4.01701442324609	3.99638660375053
32927_at	3.70942168679312	3.49911301522415
32928_at	6.77423336524972	6.69605867516803
32929_at	6.01435554764788	5.68007206211562
32930_f_at	3.34763870513031	3.33008286587046
32931_at	5.3081254428625	4.93531975278594
32932_at	3.4982199985746	3.13476554283463
32933_r_at	8.79479468065185	8.52091659164346
32934_i_at	3.70135089651246	3.81608113728099
32935_at	3.24418884108875	2.99110808158941
32936_at	4.24200240968259	4.25102879883264
32937_at	3.60120143987533	3.68379906465427
32938_at	3.27158413283943	3.20726109304041
32939_g_at	4.73786744946049	4.77002944125114
32940_at	3.48271922288016	3.20739738436709
32941_at	7.22069883332662	6.54778304714103
32942_at	3.65493790511566	3.75451256760314
32943_at	6.97228472952588	6.7497707392463
32944_at	3.18938669476044	3.54040229015697
32945_i_at	3.43685870608501	3.63073872713998
32946_r_at	2.73362387004986	2.6561656444274
32947_at	3.25312509661325	3.65463471227035
32948_at	3.03084457283946	2.9044189283238
32949_at	5.46559072184806	5.21435475697536
32950_at	3.22439842736182	3.30008291914377
32951_g_at	5.17393966453606	5.22781035225131
32952_at	6.06932129115595	5.87688554649609
32953_at	7.97307916493331	7.94703119024096
32954_at	4.01575895468304	4.30610026969889
32955_at	3.21353906464206	3.16904117185076
32956_at	7.22968529009225	7.48067887758475
32957_g_at	5.6318388352259	5.51780458309042
32958_at	3.99929725282101	3.69872371701728
32959_at	5.68845945483294	5.461437095889
32960_at	8.36797464894081	8.29974966343036
32961_at	4.26904618525068	4.42334920862863
32962_at	3.54640734741463	3.86393301600044
32963_s_at	4.73925969423817	4.99910340511357
32964_at	6.72593281329341	6.59759243583844
32965_f_at	7.72486268099769	7.64038899740461
32966_at	5.19707688386059	5.46677046513396
32967_at	7.51577077107087	7.32510057072417
32968_s_at	6.21062719553115	6.03959590403716
32969_r_at	7.7965841613905	7.70570470905179
32970_f_at	6.68239373157678	6.65104916416231
32971_at	8.36095001995451	8.15198876675602
32972_at	3.20692944634839	3.13446463588699
32973_s_at	6.81660756040691	6.95574598161644
32974_at	4.11932995995537	4.08954299002761
32975_g_at	7.65947027528685	7.5766187644799
32976_s_at	3.05160329097092	3.10980256327675
32977_at	7.19933776916644	7.56847166764967
32978_g_at	5.4178165004961	5.39239510114886
32979_at	4.30457468555703	4.14755196108178
32980_f_at	6.09184938745729	5.77559427327506
32981_at	5.63601773270452	5.47181732620995
32982_at	3.03020302177827	2.96488733855257
32983_at	7.56321788217822	7.38741142974422
32984_s_at	7.21514292099209	6.67452221980428
32985_at	3.12807570093548	3.13521591476102
32986_s_at	4.96116224514138	5.01178626999205
32987_at	4.74221930590633	4.70276410887546
32988_at	7.78712014010099	7.83154399790211
32989_at	6.3457342699617	5.6975980415998
32990_at	7.54424391074113	7.23848071299787
32991_f_at	6.84936560308331	6.50203338616619
32992_at	2.70703554610541	2.91192093693573
32993_s_at	8.71851647022326	8.74902041343057
32994_at	3.74748554899357	3.7131266118837
32995_at	3.86510934135505	3.8233003594107
32996_g_at	7.79826822947855	7.72673337697293
32997_at	3.98317984151581	3.87599053840015
32998_at	7.21127052202227	7.07076485626094
32999_at	4.37613213503324	4.50118983796646
330_s_at	7.77456761621056	7.08673189418548
33000_at	3.57178153040363	4.14729097514196
33001_s_at	6.21723407002067	6.24585532708092
33002_at	8.17182589163776	7.74216291373303
33003_at	5.02191665495868	5.52079598182997
33004_g_at	7.15054601823588	6.89846201093609
33005_at	4.46407486758175	4.40569425127671
33006_at	5.43791047148697	5.49279830612265
33007_at	6.88307718399788	6.69015196526113
33008_at	5.33877689427902	5.73122290994615
33009_at	4.11929322682557	4.03784543372125
33010_at	5.82075995811054	5.70670269285581
33011_at	4.90833917302734	5.00192591098218
33012_at	4.89232504134654	4.93102650717944
33013_at	5.01875533337867	4.93914767696365
33014_at	6.03691561631627	5.37779735496568
33015_at	4.56545141184486	4.73273678767611
33016_at	7.54243149668325	7.87233836634617
33017_at	3.46181247015985	3.55603753541788
33018_at	3.67273042935236	3.82412307323806
33019_at	4.92187660426402	4.78218185344411
33020_at	7.39045571790078	7.17915015658241
33021_at	5.23066048970795	5.35351471717288
33022_at	6.18870633636198	5.81717998303698
33023_at	4.13946824367504	4.12378013502763
33024_at	6.16753524228191	6.34386811719454
33025_at	6.89052910102143	6.73054021111296
33026_at	3.84427906359686	3.77587236146395
33027_at	8.1401452250747	8.46192357676336
33028_at	7.14108129967862	7.0937734104384
33029_at	7.09137568323486	7.13944221830241
33030_at	6.21431105168038	5.88656784264236
33031_at	4.35214098850808	4.73076629237836
33032_r_at	2.80937510011834	2.78037808656269
33033_at	6.63798007721884	6.61295147540572
33034_at	7.99196278205712	7.80141298274408
33035_at	5.34339703552724	5.60218973286722
33036_at	2.8088716746522	2.9775271789131
33037_at	6.28217862273506	6.0719593990512
33038_at	4.43722017122291	4.33949403756711
33039_at	3.16841815410964	3.20142835836934
33040_at	4.66163906594141	4.7597556202334
33041_at	4.88346607872405	4.84258700092676
33042_r_at	3.39412126973823	3.49269932898479
33043_at	6.89107650453937	6.82648469085239
33044_f_at	4.72161592714847	5.12193626158763
33045_r_at	7.52594995765528	7.11612246692734
33046_f_at	5.85259470458664	5.50447080688592
33047_at	3.20027510222817	3.75489072385702
33048_at	6.36089296140436	6.36752360215269
33049_at	4.04752634993078	4.06446513823301
33050_at	4.10988832012556	4.18514038033061
33051_at	3.29828780779771	3.114483608471
33052_at	6.44500215016446	6.6403650042294
33053_at	4.22270576027431	4.01106738989356
33054_at	6.7956493918469	6.54992900894381
33055_at	4.16754298330167	4.34162544295633
33056_at	5.75868497516434	5.27752651881607
33057_g_at	4.03385861835528	4.25494089153489
33058_at	7.77883721841007	7.89067301152264
33059_at	3.95812812541703	3.56522503424749
33060_g_at	5.39384150214551	5.27811116468251
33061_at	6.07457690637864	5.95441932259191
33062_at	6.08365086774766	6.05401990535234
33063_at	5.197365246789	5.12219921115677
33064_at	8.67408499703508	8.43861597942424
33065_at	6.22315821273599	5.83164048929513
33066_at	4.26463679090412	4.38654151884814
33067_at	5.24841289463865	4.7436830725793
33068_f_at	3.95525012415737	3.69823539924829
33069_f_at	6.53905174434007	7.18586685434926
33070_at	6.99049123727816	6.77831648999859
33071_at	6.01565384169528	6.10482375548332
33072_at	5.83372131588581	5.67005421282922
33073_at	4.58356910485761	4.64463821559114
33074_g_at	4.06827178820742	4.00151322628198
33075_at	3.43534535347067	3.36686980595275
33076_at	2.9518669770765	2.9000022100039
33077_at	6.64951354331337	6.41787210537513
33078_at	6.86791533421455	6.75904622671934
33079_at	4.69198299083451	4.24195312095525
33080_s_at	8.04867470186255	8.12956649472175
33081_at	6.93092143544555	6.76240269778893
33082_at	6.16881430509442	6.23619737071197
33083_at	4.65036543383303	4.3912662341656
33084_at	6.16264747848279	5.56596831259273
33085_at	7.25742380723758	7.12201319424193
33086_at	7.00696075831739	6.93381051888384
33087_s_at	5.09106608930329	4.78755300723984
33088_at	3.93238227035709	3.73209611423861
33089_s_at	7.00593816502448	6.72767197790571
33090_at	8.91319401551989	8.98681078199458
33091_at	6.67194841080013	6.28089031123911
33092_at	5.85894735102808	5.3232881763119
33093_at	4.90424189635071	5.2092401745751
33094_s_at	4.45693601564755	4.60256383873695
33095_i_at	4.63783933499596	4.26759848798936
33096_r_at	7.63789881531391	7.36283569079819
33097_at	5.86696347276581	5.5861820622156
33098_at	3.43821503493758	3.60491281192867
33099_at	6.43486780857907	6.0935868132931
331_at	6.8391308550771	6.87401309975165
33100_at	3.97651057433821	4.33116945670348
33101_g_at	5.47416347341609	5.53155294841334
33102_at	7.15114071626831	7.54619873359657
33103_s_at	4.86841470677916	5.28353880764659
33104_at	4.43888493056224	4.39349033747557
33105_at	7.10256237195465	6.52533704309021
33106_at	5.25322136769625	4.97673719981872
33107_at	5.72063551723606	5.89248312609052
33108_i_at	5.07738036109903	4.71559265087171
33109_f_at	7.41880746255482	6.89606673598591
