	CL2001032010AA.CEL	CL2001032041AA.CEL
1308_g_at	5.44634442878033	5.53786801915301
1309_at	8.60331026535064	8.07450421521963
131_at	5.87894143886801	5.64749806533545
1310_at	8.92628640703864	8.52333748158372
1311_at	8.41674328659707	7.9114659256183
1312_at	9.15404869780336	8.51641422241642
1313_at	6.5043316343235	6.40133198831489
1314_at	7.65240063950384	7.3043888859738
1315_at	11.7082627649961	11.5853497343148
1316_at	6.23170970332832	6.50802297831347
1317_at	5.80779984878563	5.52051459126915
1318_at	6.91488407711379	6.25311082858934
1319_at	5.31214304342082	6.07111099170382
1320_at	5.45720994287499	5.12458662667924
1321_s_at	6.9353579756473	6.58534392840979
1322_at	6.41495173140043	6.45821252819246
1323_at	10.7448653966328	10.4456185063213
1324_at	6.47184634210408	6.17985417200056
1325_at	5.80448368910701	6.31130948741806
1326_at	6.2136600006592	6.13685213420733
1327_s_at	5.0974532217892	5.31520956343785
1328_at	3.47932501640765	3.33064637990666
1329_s_at	3.99111116050039	4.26843919242181
133_at	9.10823013917663	8.18182100200136
1330_at	7.2815924633421	6.97359028103754
1331_s_at	6.68728821623508	6.6926398803854
1332_f_at	6.8435546060782	6.61704506492288
1333_f_at	7.02450455323712	6.70239083539357
1334_s_at	7.54461588102962	8.06890293503246
1335_at	6.46773537208984	6.42962275354414
1336_s_at	5.61069943591353	5.49417934427672
1337_s_at	6.80565821680295	5.99068932023978
1338_s_at	4.98089850607133	4.82424424419217
1339_s_at	6.58639637491609	6.63379183191895
134_at	5.11799031378713	5.40858957482111
1340_s_at	5.48253281560208	5.39847930702187
1341_at	7.61918995679884	5.90426621100476
1342_g_at	3.2608313576111	3.37856779814407
1343_s_at	3.42367090228273	3.39547961807724
1344_at	6.18744836138619	6.13962998855393
1345_s_at	5.6082289980528	5.63186158862458
1346_at	8.071598107224	8.06438241082868
1347_at	8.25415428673044	7.78963917814706
1348_s_at	5.08497848429248	5.69765698742417
1349_at	3.08841321284036	3.3768858022197
135_g_at	5.36393923639685	5.36926829257074
1350_at	4.16027383929314	4.46602891328789
1351_at	6.70751461738745	6.74306239349191
1352_at	6.86440559262089	7.15108493943973
1353_g_at	6.66006768118922	6.17514534238645
1354_at	4.68673909547276	4.55518323240762
1355_g_at	4.9783209696346	5.44844329489559
1356_at	6.63675101658413	6.58725083912241
1357_at	6.98061694111208	7.12840467049177
1358_s_at	8.42319497977642	8.05365403964658
1359_at	4.99938445892791	5.04059110195689
136_at	7.93334110836537	7.79993092593741
1360_at	3.06162425404156	3.05721323513464
1361_at	5.68974240769714	5.63408610254813
1362_s_at	5.99038172393885	5.76732234964565
1363_at	5.23041209635597	5.34921596150612
1364_at	3.46867415826802	3.35618245493546
1365_at	6.15298711254366	6.25362478128274
1366_i_at	10.6950821528407	11.3494191765822
1367_f_at	10.8835202985087	10.4174153014509
1368_at	7.96995069975332	8.30224073843088
1369_s_at	6.58866459762588	6.97422789730765
137_at	5.89619756121716	5.74483905055599
1370_at	7.99630891293388	7.84856627768758
1371_s_at	8.51460968696009	8.54558417356323
1372_at	4.89795190309762	5.23554797969208
1373_at	5.68627865685298	5.44962360334871
1374_g_at	7.77635553391373	7.34421554127509
1375_s_at	7.5885069971123	6.78767063689596
1376_at	7.3465685458545	7.09384351845305
1377_at	7.05469669330145	7.67215013741127
1378_g_at	7.65909665438567	7.7901022514617
1379_at	6.65231462933883	6.48857699904451
138_at	7.15898788371292	6.98888661609337
1380_at	3.36382845211896	3.7944623788499
1381_at	5.11708797947569	4.74631500295859
1382_at	5.03468849768808	4.24253654682534
1383_at	7.52896688609375	7.79721624221744
1384_at	3.9767463781697	4.01865352919444
1385_at	8.52386708198782	7.65366014897836
1386_at	6.18762348873509	6.23362639556392
1387_at	5.58486381195277	5.94065970328803
1388_g_at	3.97425941861106	3.88965734443017
1389_at	7.65397636118438	7.90782664657065
139_at	4.75186169195418	5.12464235639249
1390_s_at	5.91904749542676	5.65757952173801
1391_s_at	6.95391556600891	7.28400512625703
1392_at	9.32250220465354	9.29803438337741
1393_at	3.77518862754416	4.05228547422489
1394_at	9.49549036047253	9.48417700586474
1395_at	9.65811866356857	9.21863930618294
1396_at	7.94365840871314	8.70176274703892
1397_at	7.16348165468755	6.81277549610012
1398_g_at	8.3775563050514	8.37349648835552
1399_at	8.43543845008038	7.65367505965408
140_s_at	6.32470865490369	6.45917415311737
1400_at	6.31575447505787	6.36631767850351
1401_g_at	5.12278188043571	5.32987443560573
1402_at	8.07352878577423	7.85197165463056
1403_s_at	7.86367462014187	8.11689371692697
1404_r_at	3.41150086273034	3.5940373596551
1405_i_at	6.34061613289879	6.53177563304862
1406_at	5.68850930432096	5.67264175595408
1407_g_at	4.84144536971466	5.4168036287128
1408_at	3.9300624218185	4.30773150383116
1409_at	7.4210376707971	7.68918375455716
141_s_at	6.37331567552508	5.90653519013854
1410_at	6.51599718971867	6.5967463711785
1411_at	6.35620146107904	6.52430501952221
1412_g_at	5.78091031595718	5.63365252233333
1413_at	3.06206306012867	3.32821833991379
1414_at	3.99399023344198	4.10145748135593
1415_at	8.98148558594803	8.80462789230566
1416_g_at	3.93800002128239	3.86551264483657
1417_at	3.14580779279787	3.01828878653535
1418_at	6.91230955826111	7.11810403674191
1419_g_at	6.90545181805889	7.16508690728591
142_at	3.33627825010086	3.42669076176984
1420_s_at	9.57015794440175	9.35338464574337
1421_at	3.04282497221143	3.19975283600299
1422_g_at	4.52601301106167	4.42202665163523
1423_at	5.49592362571765	5.14927303503842
1424_s_at	10.1347493941108	10.0633962035993
1425_at	3.46598012835316	3.48427988959344
1426_at	8.73168444895561	8.62583017066204
1427_g_at	6.38720652627873	6.5973426429111
1428_at	4.85940540598379	4.53616817304126
143_s_at	4.76149007458979	4.54839182381275
1430_at	4.90924123168689	4.5523123685733
1431_at	4.38906229746949	4.57361449101012
1432_s_at	8.11986349647458	8.10127333682966
1433_g_at	5.73619290900593	5.55644080488725
1434_at	3.4139223793575	3.46210695402713
1435_f_at	3.98433893809748	4.25446112918433
1436_at	5.09886523862456	4.82114560873619
1437_at	4.14509657953055	4.48641369336582
1438_at	7.12395110097939	7.04703343197864
1439_s_at	7.09023195079374	7.15353038764054
144_at	6.12892689521991	6.11823100098313
1440_s_at	5.03434876346966	5.36664732579798
1441_s_at	3.79287227906056	3.39199222473809
1442_at	6.90722679678328	6.84043538072001
1443_at	5.98067600337212	6.03387318858357
1444_at	7.21058557441929	7.35595570671713
1445_at	6.12972440394172	5.97628593718777
1446_at	6.46715095948838	6.29725092359106
1447_at	7.90054382766298	7.80811944311367
1448_at	7.48266670063519	7.06509968224962
1449_at	7.85675669378683	7.43767386334455
145_s_at	6.02157623292485	6.23134064029731
1450_g_at	6.77355564365909	6.62171571968228
1451_s_at	6.20410009733289	6.64920187831405
1452_at	6.55314462964759	6.90933466553741
1453_at	6.05752671197959	6.21908698645948
1454_at	6.4217000205148	6.31742358529032
1455_f_at	5.76332724215401	5.53590288058366
1456_s_at	7.54744197754731	7.03623840423878
1457_at	5.44186635984604	5.05879594714993
1458_at	6.66804690647257	7.0556506132585
1459_at	5.97103834844646	5.88549509124596
146_at	6.91534081976153	6.60601100622816
1460_g_at	6.21958610468107	6.64190893089391
1461_at	9.89304038725901	10.7012875254815
1462_s_at	7.7569470340147	7.92597067976311
1463_at	6.90717174274338	6.67283169041275
1464_at	6.8657455125304	6.68815667804774
1465_s_at	3.25863019420872	3.2319690286908
1466_s_at	4.40734053330926	4.61579708106388
1467_at	5.18354268661661	5.93034895783801
1468_at	6.85667778680012	6.95318186874724
1469_at	9.20948642121082	9.24227594433686
147_at	6.4702040530294	6.28487077858874
1470_at	7.95200726559164	7.94948301597032
1471_at	4.8648202125352	4.87912957048944
1472_g_at	5.68018499636044	5.44476977291433
1473_s_at	3.42819433837312	3.57523605254706
1474_s_at	4.23807174266963	4.19399410918597
1475_s_at	7.21735483110554	7.14838346360583
1476_s_at	5.6784002535684	6.06764425115629
1477_s_at	7.55268583732913	7.39278094501675
1478_at	4.43203981842972	5.3032169618254
1479_g_at	3.92009319307437	4.49179469139007
148_at	5.14449617825226	5.69177027213182
1480_at	4.65351747225662	4.17706761669493
1481_at	3.3437978113896	3.92460043662502
1482_g_at	3.41856195226028	3.88255509440763
1483_at	7.82932178452436	7.79412790966875
1484_at	3.65936435074172	3.79587995169382
1485_at	2.79623922725585	2.68653715557149
1486_at	9.29333689630386	8.85846634422964
1487_at	7.61184222665244	7.37523868448864
1488_at	6.88420196667448	7.07479050575946
1489_s_at	7.31461019369539	6.94628776909126
149_at	5.9942448051799	5.98617407002009
1490_at	5.23346810731793	5.08167441784584
1491_at	4.01265251891158	4.56859636182076
1492_f_at	6.88414814041125	6.91912272821241
1493_r_at	7.13167712295139	6.20285476753849
1494_f_at	6.81000818962863	6.79431629531318
1495_at	4.858800594246	5.19676069511473
1496_at	6.2953739958462	6.16118576837857
1497_at	8.50877353013554	7.96825012264713
1498_at	7.30465004227903	7.23351042997533
1499_at	8.13913995245228	7.81315560260017
150_at	3.7980265052308	3.79878584337049
1500_at	3.79172961688477	4.44641846882839
1501_at	5.09120223304142	5.75653810200742
1503_at	4.18999857066952	4.62294754107336
1504_s_at	5.51478741013345	5.38595617078452
1505_at	6.6773198364507	6.04068999027442
1506_at	8.60396106585429	8.63106586834794
1507_s_at	6.53774573879484	7.30791636518081
1508_at	6.55396417106564	6.56044289088708
1509_at	4.40288878262855	4.56096786009196
151_s_at	10.6625522991263	10.8741909096816
1510_g_at	6.24862671319294	5.90816146481875
1511_at	7.26665428764005	6.91114560889426
1512_at	6.69759225117113	6.88642474226155
1513_at	8.32493698947991	7.87593602511113
1514_g_at	5.74346266445609	5.53544767806618
1515_at	6.35446970726862	6.47819273986519
1516_g_at	6.11995900491619	6.31423390012386
1517_at	7.43506659594086	7.41648148215381
1518_at	6.92034943563242	6.81639214970921
1519_at	7.72650715083238	7.6330150111101
152_f_at	6.10614810752766	5.93802686209898
1520_s_at	7.51170842773559	7.60974325790373
1521_at	6.62658784555621	6.91822576142725
1522_at	6.97180109707283	6.92641970178266
1523_g_at	7.38105771493521	7.43405686674966
1524_at	6.95686919111016	6.84890543457711
1525_s_at	5.91294699930036	5.52651361568864
1526_i_at	6.55503484275141	7.27447140089669
1527_s_at	5.44164000235212	6.03010705687879
1528_at	5.09387383372759	5.14340242248301
1529_at	6.43269228743249	6.78669393880487
153_f_at	5.17935919000469	4.82482350954308
1530_g_at	4.08391161737664	4.34299027936281
1531_at	4.07010710558863	4.57889121516349
1532_g_at	6.85212421812512	7.14082097371563
1533_at	4.49091444810327	4.93879679880741
1534_at	3.39486865012294	3.25481370825853
1535_at	6.54267309495981	6.21349274601155
1536_at	4.12881574998192	4.53876607192571
1537_at	6.09784848764363	6.265749752771
1538_s_at	3.26437326421257	3.31924531755821
1539_at	3.56669563914744	3.47070887758461
154_at	3.62209221237696	3.79370100440411
1540_f_at	5.12585313494042	5.34963745142047
1541_f_at	4.8153577245312	5.15389671253994
1542_at	6.50868458810265	6.44360148908426
1543_at	4.16163793155442	4.2948407069121
1544_at	5.14860554763798	5.3130709514735
1545_g_at	4.08026267334384	4.17445452285511
1546_at	6.08687929689353	6.11200671306495
1547_at	7.67263490513476	7.38319108717805
1548_s_at	5.57305772916414	5.91567395493581
1549_s_at	5.17904174423599	5.4894935483174
155_s_at	6.11638478203097	6.29416703272597
1550_at	7.70641383561298	7.39676668542828
1551_g_at	8.34172822672426	8.1034115590487
1552_i_at	6.03343232431673	5.82648830842982
1553_r_at	7.42488510645678	6.5209541365795
1554_f_at	6.25961336637942	6.47724586742823
1555_f_at	6.5237172324544	6.88668175884881
1556_at	6.91916851309044	7.02750013421229
1557_at	5.36898965705726	5.2508734225369
1558_g_at	5.83707118722728	5.73486530499875
1559_at	5.69338287384198	5.45584927976857
156_s_at	3.39161269922576	3.39939372411087
1560_g_at	5.21780715444235	5.06707172812347
1561_at	6.68017860081799	6.39224748782128
1562_g_at	5.57610136258457	6.05577267541518
1563_s_at	9.22678500227489	9.01288972707261
1564_at	8.9151994010266	8.68841507787057
1565_s_at	7.74052382983109	7.53879430277029
1566_at	5.29664787242497	5.54661131403605
1567_at	6.33426268778217	6.73071453680106
1568_s_at	4.96299115648465	4.12559427655113
1569_r_at	7.20647635501971	6.36657295624141
157_at	4.21219304771557	3.99810898999479
1570_f_at	3.10656257975602	3.08644475928332
1571_f_at	4.09690841527579	3.87138675247936
1572_s_at	5.12311800322826	5.13385677432391
1573_at	8.62515067187034	7.91473413480038
1574_s_at	5.28267180464513	5.54543225662161
1575_at	4.10013257261554	4.77443168475186
1576_g_at	4.7171802858952	4.91445008835806
1577_at	6.54556391476697	6.63361727046637
1578_g_at	4.38533681781168	4.27820044192214
1579_at	5.05539269888572	5.08470839699563
158_at	3.66127772364597	3.8833466106803
1580_f_at	4.63907264499531	4.87098974929897
1581_s_at	3.71152794863335	3.48554920098281
1582_at	4.94132256067984	5.29078816059351
1583_at	7.46473766780209	7.29435931768769
1584_at	3.7439261795739	3.30135129391523
1585_at	4.99199686432984	5.57689076006108
1586_at	6.60297244309276	7.01893558203756
1587_at	7.51111234285754	7.60877273977539
1588_at	5.55868020099174	5.17188801851885
1589_s_at	5.14599734598757	4.74753809081941
159_at	5.62391475254464	5.42292694870189
1590_s_at	6.92499099482463	6.15105583805604
1591_s_at	5.39274422958914	5.87490158836204
1592_at	5.88326579585301	5.80923759994827
